transaction_id,date,department,category,vendor,region,transaction_type,amount,payment_method,description
TXN121325,2025-07-13,Marketing,Advertising,SearchPro,North,Expense,15765.33,Credit Card,Advertising transaction for Marketing
TXN121326,2025-07-13,Sales,Client Entertainment,DinePro,East,Expense,8001.87,UPI,Client Entertainment transaction for Sales
TXN121327,2025-07-13,HR,Subscription,Customer_B,South,Revenue,27068.34,Debit Card,Subscription transaction for HR
TXN121328,2025-07-13,Customer Support,Outsourcing,ServiceDesk,North,Expense,9743.21,Credit Card,Outsourcing transaction for Customer Support
TXN121329,2025-07-13,Customer Support,Training,SkillWorks,South,Expense,3464.37,Direct Debit,Training transaction for Customer Support
TXN121330,2025-07-13,Operations,Transaction Fees,Customer_E,South,Revenue,24566.47,Debit Card,Transaction Fees transaction for Operations
TXN121331,2025-07-13,IT,Software,SoftCore,South,Expense,10092.16,Credit Card,Software transaction for IT
TXN121332,2025-07-13,Sales,Subscription,Customer_A,East,Revenue,68361.32,Bank Transfer,Subscription transaction for Sales
TXN121333,2025-07-13,Marketing,Advertising,MarketBoost,West,Expense,30647.7,Bank Transfer,Advertising transaction for Marketing
TXN121334,2025-07-13,HR,Subscription,Customer_A,North,Revenue,98995.88,Bank Transfer,Subscription transaction for HR
TXN121335,2025-07-13,Marketing,Software,SoftCore,South,Expense,13662.26,Credit Card,Software transaction for Marketing
TXN121336,2025-07-13,Customer Support,Outsourcing,SupportWorks,North,Expense,23153.23,Credit Card,Outsourcing transaction for Customer Support
TXN121337,2025-07-13,HR,Product Sales,Customer_C,East,Revenue,14322.58,Credit Card,Product Sales transaction for HR
TXN121338,2025-07-13,Marketing,Events,EventWorks,West,Expense,12035.11,Direct Debit,Events transaction for Marketing
TXN121339,2025-07-13,Operations,Transaction Fees,Customer_D,North,Revenue,12372.08,Debit Card,Transaction Fees transaction for Operations
TXN121340,2025-07-13,Sales,Software,CloudSuite,North,Expense,11953.3,Credit Card,Software transaction for Sales
TXN121341,2025-07-13,Operations,Maintenance,FixPro,North,Expense,8322.92,UPI,Maintenance transaction for Operations
TXN121342,2025-07-13,IT,Cloud Services,CloudSuite,North,Expense,12191.16,Credit Card,Cloud Services transaction for IT
TXN121343,2025-07-13,Operations,Supplies,OfficeMart,East,Expense,16826.71,Debit Card,Supplies transaction for Operations
TXN121344,2025-07-13,Sales,Service Revenue,Customer_E,East,Revenue,7040.96,Credit Card,Service Revenue transaction for Sales
TXN121345,2025-07-13,Operations,Maintenance,FixPro,North,Expense,7628.47,Debit Card,Maintenance transaction for Operations
TXN121346,2025-07-13,Marketing,Content,MediaCraft,South,Expense,15022.36,Debit Card,Content transaction for Marketing
TXN121347,2025-07-13,Marketing,Product Sales,Customer_D,South,Revenue,12103.84,Credit Card,Product Sales transaction for Marketing
TXN121348,2025-07-13,Customer Support,Training,SkillWorks,South,Expense,1370.67,Debit Card,Training transaction for Customer Support
TXN121349,2025-07-13,Operations,Utilities,PowerGrid,South,Expense,17312.08,Bank Transfer,Utilities transaction for Operations
TXN121350,2025-07-13,Customer Support,Transaction Fees,Customer_C,West,Revenue,30070.09,Bank Transfer,Transaction Fees transaction for Customer Support
TXN121351,2025-07-13,HR,Recruitment,HireFast,South,Expense,7310.67,Bank Transfer,Recruitment transaction for HR
TXN121352,2025-07-13,IT,Cybersecurity,SecureNet,South,Expense,21733.75,Debit Card,Cybersecurity transaction for IT
TXN121353,2025-07-13,IT,Product Sales,Customer_B,North,Revenue,23452.42,Credit Card,Product Sales transaction for IT
TXN121354,2025-07-13,Customer Support,Software,WorkFlowPro,South,Expense,8972.5,Bank Transfer,Software transaction for Customer Support
TXN121355,2025-07-13,Operations,Maintenance,FixPro,South,Expense,23465.77,Debit Card,Maintenance transaction for Operations
TXN121356,2025-07-13,IT,Subscription,Customer_E,East,Revenue,15468.0,Bank Transfer,Subscription transaction for IT
TXN121357,2025-07-13,IT,Hardware,TechSource,North,Expense,26718.88,Credit Card,Hardware transaction for IT
TXN121358,2025-07-13,Marketing,Subscription,Customer_D,East,Revenue,14265.58,Bank Transfer,Subscription transaction for Marketing
TXN121359,2025-07-13,Operations,Maintenance,MaintainX,West,Expense,13268.99,Bank Transfer,Maintenance transaction for Operations
TXN121360,2025-07-13,Operations,Logistics,FastFreight,East,Expense,17054.37,Direct Debit,Logistics transaction for Operations
TXN121361,2025-07-13,Operations,Logistics,FastFreight,North,Expense,29931.21,Credit Card,Logistics transaction for Operations
TXN121362,2025-07-13,Marketing,Content,MediaCraft,North,Expense,10172.46,Debit Card,Content transaction for Marketing
TXN121363,2025-07-13,Customer Support,Support Tools,SupportCloud,South,Expense,11944.84,Direct Debit,Support Tools transaction for Customer Support
TXN121364,2025-07-13,IT,Subscription,Customer_C,North,Revenue,6404.3,Bank Transfer,Subscription transaction for IT
TXN121365,2025-07-13,Sales,Client Entertainment,EventWorks,South,Expense,17458.42,Bank Transfer,Client Entertainment transaction for Sales
TXN121366,2025-07-13,Sales,Travel,TravelCo,West,Expense,13139.66,Credit Card,Travel transaction for Sales
TXN121367,2025-07-13,HR,Recruitment,TalentBridge,South,Expense,2100.4,Bank Transfer,Recruitment transaction for HR
TXN121368,2025-07-13,Sales,Software,WorkFlowPro,East,Expense,7910.23,Credit Card,Software transaction for Sales
TXN121369,2025-07-13,Finance,Software,DataDesk,North,Expense,5023.3,UPI,Software transaction for Finance
TXN121370,2025-07-13,Customer Support,Service Revenue,Customer_C,East,Revenue,15800.24,UPI,Service Revenue transaction for Customer Support
TXN121371,2025-07-13,Customer Support,Outsourcing,SupportWorks,South,Expense,6371.34,Bank Transfer,Outsourcing transaction for Customer Support
TXN121372,2025-07-13,HR,Subscription,Customer_A,East,Revenue,33978.84,Credit Card,Subscription transaction for HR
TXN121373,2025-07-13,Customer Support,Support Tools,HelpDeskPro,East,Expense,11021.57,Credit Card,Support Tools transaction for Customer Support
TXN121374,2025-07-13,IT,Transaction Fees,Customer_A,South,Revenue,18317.44,Direct Debit,Transaction Fees transaction for IT
TXN121375,2025-07-13,Finance,Service Revenue,Customer_D,East,Revenue,15215.82,Bank Transfer,Service Revenue transaction for Finance
TXN121376,2025-07-13,Operations,Logistics,FastFreight,South,Expense,23275.99,Credit Card,Logistics transaction for Operations
TXN121377,2025-07-13,Marketing,Product Sales,Customer_C,South,Revenue,12204.13,Credit Card,Product Sales transaction for Marketing
TXN121378,2025-07-13,HR,Software,WorkFlowPro,North,Expense,4017.33,Bank Transfer,Software transaction for HR
TXN121379,2025-07-13,Marketing,Subscription,Customer_D,North,Revenue,25599.26,UPI,Subscription transaction for Marketing
TXN121380,2025-07-13,Finance,Transaction Fees,Customer_A,East,Revenue,4049.56,Credit Card,Transaction Fees transaction for Finance
TXN121381,2025-07-13,Operations,Logistics,MoveRight,South,Expense,11175.03,Bank Transfer,Logistics transaction for Operations
TXN121382,2025-07-13,IT,Software,CloudSuite,North,Expense,8754.88,Direct Debit,Software transaction for IT
TXN121383,2025-07-13,Operations,Service Revenue,Customer_D,East,Revenue,24791.32,Credit Card,Service Revenue transaction for Operations
TXN121384,2025-07-13,Sales,Subscription,Customer_C,South,Revenue,10383.56,Bank Transfer,Subscription transaction for Sales
TXN121385,2025-07-13,IT,Software,DataDesk,North,Expense,8395.32,Credit Card,Software transaction for IT
TXN121386,2025-07-13,IT,Hardware,DevicePro,North,Expense,21394.21,Credit Card,Hardware transaction for IT
TXN121387,2025-07-13,Operations,Maintenance,FixPro,South,Expense,10794.96,Direct Debit,Maintenance transaction for Operations
TXN121388,2025-07-13,Sales,Travel,TravelCo,North,Expense,7321.43,Credit Card,Travel transaction for Sales
TXN121389,2025-07-13,Operations,Product Sales,Customer_E,West,Revenue,44137.46,UPI,Product Sales transaction for Operations
TXN121390,2025-07-13,Marketing,Advertising,MarketBoost,North,Expense,8228.99,Bank Transfer,Advertising transaction for Marketing
TXN121391,2025-07-13,Marketing,Events,EventWorks,South,Expense,14187.98,Credit Card,Events transaction for Marketing
TXN121392,2025-07-13,HR,Software,WorkFlowPro,South,Expense,6249.87,UPI,Software transaction for HR
TXN121393,2025-07-13,Customer Support,Support Tools,SupportCloud,South,Expense,4081.49,Debit Card,Support Tools transaction for Customer Support
TXN121394,2025-07-13,Customer Support,Training,LearnPro,South,Expense,6111.52,Bank Transfer,Training transaction for Customer Support
TXN121395,2025-07-13,Operations,Supplies,SupplyHub,West,Expense,7856.38,Direct Debit,Supplies transaction for Operations
TXN121396,2025-07-13,Finance,Subscription,Customer_C,North,Revenue,8518.49,Credit Card,Subscription transaction for Finance
TXN121397,2025-07-13,HR,Subscription,Customer_A,West,Revenue,21773.62,Credit Card,Subscription transaction for HR
TXN121398,2025-07-13,Operations,Maintenance,FixPro,North,Expense,10981.38,Direct Debit,Maintenance transaction for Operations
TXN121399,2025-07-13,Marketing,Product Sales,Customer_B,North,Revenue,8699.32,Credit Card,Product Sales transaction for Marketing
TXN121400,2025-07-13,IT,Product Sales,Customer_E,West,Revenue,17980.24,UPI,Product Sales transaction for IT
TXN121401,2025-07-13,HR,Recruitment,HireFast,West,Expense,3804.97,Debit Card,Recruitment transaction for HR
TXN121402,2025-07-13,Customer Support,Service Revenue,Customer_C,South,Revenue,24594.88,Bank Transfer,Service Revenue transaction for Customer Support
TXN121403,2025-07-13,Operations,Transaction Fees,Customer_C,South,Revenue,33672.91,Debit Card,Transaction Fees transaction for Operations
TXN121404,2025-07-13,HR,Subscription,Customer_A,North,Revenue,28733.47,Credit Card,Subscription transaction for HR
TXN121405,2025-07-13,Sales,Product Sales,Customer_A,East,Revenue,59338.86,Credit Card,Product Sales transaction for Sales
TXN121406,2025-07-13,Marketing,Product Sales,Customer_B,West,Revenue,14328.54,Credit Card,Product Sales transaction for Marketing
TXN121407,2025-07-13,HR,Subscription,Customer_E,East,Revenue,41600.48,Credit Card,Subscription transaction for HR
TXN121408,2025-07-13,Marketing,Product Sales,Customer_A,South,Revenue,11922.91,Credit Card,Product Sales transaction for Marketing
TXN121409,2025-07-13,IT,Cybersecurity,SecureNet,West,Expense,24032.46,UPI,Cybersecurity transaction for IT
TXN121410,2025-07-13,Marketing,Content,MediaCraft,West,Expense,9444.53,Bank Transfer,Content transaction for Marketing
TXN121411,2025-07-13,Operations,Transaction Fees,Customer_D,West,Revenue,28251.84,UPI,Transaction Fees transaction for Operations
TXN121412,2025-07-13,HR,Benefits,BenefitHub,West,Expense,1728.77,Bank Transfer,Benefits transaction for HR
TXN121413,2025-07-13,Customer Support,Service Revenue,Customer_C,West,Revenue,50492.49,Credit Card,Service Revenue transaction for Customer Support
TXN121414,2025-07-13,Sales,Subscription,Customer_C,East,Revenue,12507.48,Bank Transfer,Subscription transaction for Sales
TXN121415,2025-07-13,Sales,Travel,FlyBiz,South,Expense,6602.99,Debit Card,Travel transaction for Sales
TXN121416,2025-07-13,Sales,Commissions,SalesPartners,South,Expense,15568.42,UPI,Commissions transaction for Sales
TXN121417,2025-07-13,Marketing,Software,SoftCore,North,Expense,6792.5,Debit Card,Software transaction for Marketing
TXN121418,2025-07-13,Marketing,Advertising,MarketBoost,East,Expense,7957.92,Bank Transfer,Advertising transaction for Marketing
TXN121419,2025-07-13,Marketing,Software,CloudSuite,North,Expense,9821.42,Direct Debit,Software transaction for Marketing
TXN121420,2025-07-13,Operations,Supplies,OfficeMart,South,Expense,15890.34,Bank Transfer,Supplies transaction for Operations
TXN121421,2025-07-13,Customer Support,Support Tools,SupportCloud,South,Expense,6178.36,UPI,Support Tools transaction for Customer Support
TXN121422,2025-07-13,Finance,Software,WorkFlowPro,East,Expense,25368.64,Direct Debit,Software transaction for Finance
TXN121423,2025-07-13,Operations,Logistics,FastFreight,South,Expense,22419.72,Bank Transfer,Logistics transaction for Operations
TXN121424,2025-07-13,Customer Support,Training,SkillWorks,North,Expense,5423.68,Bank Transfer,Training transaction for Customer Support
TXN121425,2025-07-13,IT,Software,CloudSuite,East,Expense,11998.67,Credit Card,Software transaction for IT
TXN121426,2025-07-13,Marketing,Product Sales,Customer_E,West,Revenue,5310.81,Direct Debit,Product Sales transaction for Marketing
TXN121427,2025-07-13,Operations,Service Revenue,Customer_C,North,Revenue,10939.28,Credit Card,Service Revenue transaction for Operations
TXN121428,2025-07-13,Sales,Client Entertainment,DinePro,South,Expense,8411.62,Credit Card,Client Entertainment transaction for Sales
TXN121429,2025-07-13,Customer Support,Service Revenue,Customer_C,North,Revenue,18248.64,Bank Transfer,Service Revenue transaction for Customer Support
TXN121430,2025-07-13,Customer Support,Support Tools,HelpDeskPro,South,Expense,6792.02,UPI,Support Tools transaction for Customer Support
TXN121431,2025-07-13,Sales,Client Entertainment,DinePro,East,Expense,7035.75,Direct Debit,Client Entertainment transaction for Sales
TXN121432,2025-07-13,Sales,Commissions,SalesPartners,North,Expense,9364.06,Bank Transfer,Commissions transaction for Sales
TXN121433,2025-07-13,Customer Support,Transaction Fees,Customer_B,West,Revenue,9056.26,Bank Transfer,Transaction Fees transaction for Customer Support
TXN121434,2025-07-13,Customer Support,Software,SoftCore,North,Expense,7622.18,Bank Transfer,Software transaction for Customer Support
TXN121435,2025-07-13,Operations,Product Sales,Customer_E,East,Revenue,27054.02,Direct Debit,Product Sales transaction for Operations
TXN121436,2025-07-13,Operations,Maintenance,MaintainX,West,Expense,10138.64,UPI,Maintenance transaction for Operations
TXN121437,2025-07-13,IT,Software,SoftCore,North,Expense,4638.57,Direct Debit,Software transaction for IT
TXN121438,2025-07-14,Operations,Maintenance,FixPro,West,Expense,12079.72,Bank Transfer,Maintenance transaction for Operations
TXN121439,2025-07-14,Operations,Transaction Fees,Customer_E,West,Revenue,13707.53,UPI,Transaction Fees transaction for Operations
TXN121440,2025-07-14,IT,Cloud Services,ComputeHub,North,Expense,20152.8,Bank Transfer,Cloud Services transaction for IT
TXN121441,2025-07-14,Customer Support,Training,SkillWorks,East,Expense,2533.8,Direct Debit,Training transaction for Customer Support
TXN121442,2025-07-14,Sales,Commissions,SalesPartners,South,Expense,6659.45,Direct Debit,Commissions transaction for Sales
TXN121443,2025-07-14,Marketing,Advertising,AdSphere,East,Expense,10426.13,Bank Transfer,Advertising transaction for Marketing
TXN121444,2025-07-14,Customer Support,Product Sales,Customer_B,North,Revenue,15979.21,Credit Card,Product Sales transaction for Customer Support
TXN121445,2025-07-14,Customer Support,Outsourcing,ServiceDesk,North,Expense,10953.96,Credit Card,Outsourcing transaction for Customer Support
TXN121446,2025-07-14,Operations,Subscription,Customer_C,North,Revenue,75368.45,Debit Card,Subscription transaction for Operations
TXN121447,2025-07-14,IT,Software,SoftCore,South,Expense,9469.17,Debit Card,Software transaction for IT
TXN121448,2025-07-14,Sales,Service Revenue,Customer_A,North,Revenue,40467.12,Bank Transfer,Service Revenue transaction for Sales
TXN121449,2025-07-14,HR,Training,SkillWorks,South,Expense,3066.45,Credit Card,Training transaction for HR
TXN121450,2025-07-14,Marketing,Advertising,SearchPro,East,Expense,10435.92,Bank Transfer,Advertising transaction for Marketing
TXN121451,2025-07-14,Operations,Maintenance,FixPro,West,Expense,19346.56,Credit Card,Maintenance transaction for Operations
TXN121452,2025-07-14,Customer Support,Support Tools,SupportCloud,East,Expense,5485.16,UPI,Support Tools transaction for Customer Support
TXN121453,2025-07-14,Finance,Professional Services,ConsultPro,North,Expense,11078.24,Debit Card,Professional Services transaction for Finance
TXN121454,2025-07-14,Finance,Service Revenue,Customer_B,North,Revenue,44648.23,Direct Debit,Service Revenue transaction for Finance
TXN121455,2025-07-14,Marketing,Advertising,MarketBoost,West,Expense,11145.01,Credit Card,Advertising transaction for Marketing
TXN121456,2025-07-14,Operations,Utilities,PowerGrid,North,Expense,38903.66,Credit Card,Utilities transaction for Operations
TXN121457,2025-07-14,HR,Product Sales,Customer_C,South,Revenue,5190.33,UPI,Product Sales transaction for HR
TXN121458,2025-07-14,IT,Subscription,Customer_B,North,Revenue,31924.01,Bank Transfer,Subscription transaction for IT
TXN121459,2025-07-14,Marketing,Content,MediaCraft,North,Expense,5090.33,UPI,Content transaction for Marketing
TXN121460,2025-07-14,Marketing,Subscription,Customer_E,West,Revenue,16278.81,Bank Transfer,Subscription transaction for Marketing
TXN121461,2025-07-14,Finance,Service Revenue,Customer_B,South,Revenue,5292.07,Bank Transfer,Service Revenue transaction for Finance
TXN121462,2025-07-14,Operations,Utilities,PowerGrid,East,Expense,15526.92,Direct Debit,Utilities transaction for Operations
TXN121463,2025-07-14,Finance,Product Sales,Customer_A,East,Revenue,23883.1,Bank Transfer,Product Sales transaction for Finance
TXN121464,2025-07-14,Operations,Logistics,MoveRight,North,Expense,19783.07,Bank Transfer,Logistics transaction for Operations
TXN121465,2025-07-14,Sales,Software,SoftCore,South,Expense,11536.52,Bank Transfer,Software transaction for Sales
TXN121466,2025-07-14,Customer Support,Subscription,Customer_E,West,Revenue,16624.98,Credit Card,Subscription transaction for Customer Support
TXN121467,2025-07-14,HR,Transaction Fees,Customer_A,East,Revenue,21489.15,Bank Transfer,Transaction Fees transaction for HR
TXN121468,2025-07-14,Marketing,Advertising,AdSphere,South,Expense,13893.21,Bank Transfer,Advertising transaction for Marketing
TXN121469,2025-07-14,IT,Cybersecurity,SecureNet,South,Expense,17665.03,Bank Transfer,Cybersecurity transaction for IT
TXN121470,2025-07-14,HR,Software,WorkFlowPro,East,Expense,4241.4,Bank Transfer,Software transaction for HR
TXN121471,2025-07-14,Customer Support,Transaction Fees,Customer_D,West,Revenue,14316.04,Direct Debit,Transaction Fees transaction for Customer Support
TXN121472,2025-07-14,Customer Support,Service Revenue,Customer_A,East,Revenue,24505.85,UPI,Service Revenue transaction for Customer Support
TXN121473,2025-07-14,Customer Support,Software,CloudSuite,West,Expense,4971.47,UPI,Software transaction for Customer Support
TXN121474,2025-07-14,Sales,Service Revenue,Customer_C,West,Revenue,66798.9,Bank Transfer,Service Revenue transaction for Sales
TXN121475,2025-07-14,Marketing,Advertising,SearchPro,East,Expense,18809.17,Bank Transfer,Advertising transaction for Marketing
TXN121476,2025-07-14,Operations,Logistics,MoveRight,South,Expense,18501.41,Bank Transfer,Logistics transaction for Operations
TXN121477,2025-07-14,Marketing,Transaction Fees,Customer_C,East,Revenue,11241.07,Debit Card,Transaction Fees transaction for Marketing
TXN121478,2025-07-14,Sales,Service Revenue,Customer_C,East,Revenue,9554.78,Credit Card,Service Revenue transaction for Sales
TXN121479,2025-07-14,Sales,Client Entertainment,EventWorks,West,Expense,5737.73,Bank Transfer,Client Entertainment transaction for Sales
TXN121480,2025-07-14,Sales,Subscription,Customer_A,East,Revenue,12086.75,Bank Transfer,Subscription transaction for Sales
TXN121481,2025-07-14,Sales,Subscription,Customer_C,West,Revenue,22451.2,Credit Card,Subscription transaction for Sales
TXN121482,2025-07-14,Operations,Supplies,OfficeMart,East,Expense,3429.46,Debit Card,Supplies transaction for Operations
TXN121483,2025-07-14,HR,Software,CloudSuite,South,Expense,6246.36,Credit Card,Software transaction for HR
TXN121484,2025-07-14,Marketing,Content,MediaCraft,East,Expense,9742.1,Debit Card,Content transaction for Marketing
TXN121485,2025-07-14,HR,Training,SkillWorks,East,Expense,4354.4,Bank Transfer,Training transaction for HR
TXN121486,2025-07-14,HR,Subscription,Customer_A,North,Revenue,27295.03,Direct Debit,Subscription transaction for HR
TXN121487,2025-07-14,Marketing,Software,CloudSuite,West,Expense,6883.73,Bank Transfer,Software transaction for Marketing
TXN121488,2025-07-14,Marketing,Advertising,SearchPro,East,Expense,19921.06,UPI,Advertising transaction for Marketing
TXN121489,2025-07-14,HR,Training,SkillWorks,South,Expense,1749.45,Bank Transfer,Training transaction for HR
TXN121490,2025-07-14,Operations,Subscription,Customer_B,South,Revenue,46466.77,Bank Transfer,Subscription transaction for Operations
TXN121491,2025-07-14,Operations,Logistics,FastFreight,East,Expense,19093.33,Bank Transfer,Logistics transaction for Operations
TXN121492,2025-07-14,Sales,Travel,FlyBiz,South,Expense,7420.14,Bank Transfer,Travel transaction for Sales
TXN121493,2025-07-14,Marketing,Content,MediaCraft,North,Expense,3333.43,Debit Card,Content transaction for Marketing
TXN121494,2025-07-14,IT,Product Sales,Customer_E,South,Revenue,5927.4,UPI,Product Sales transaction for IT
TXN121495,2025-07-14,Operations,Transaction Fees,Customer_A,West,Revenue,21658.0,Credit Card,Transaction Fees transaction for Operations
TXN121496,2025-07-14,Customer Support,Support Tools,HelpDeskPro,West,Expense,9280.57,UPI,Support Tools transaction for Customer Support
TXN121497,2025-07-14,Marketing,Events,EventWorks,East,Expense,18514.53,Direct Debit,Events transaction for Marketing
TXN121498,2025-07-14,IT,Transaction Fees,Customer_E,East,Revenue,4296.95,UPI,Transaction Fees transaction for IT
TXN121499,2025-07-14,Customer Support,Outsourcing,ServiceDesk,West,Expense,14232.05,Debit Card,Outsourcing transaction for Customer Support
TXN121500,2025-07-14,Marketing,Content,MediaCraft,East,Expense,4256.34,Bank Transfer,Content transaction for Marketing
TXN121501,2025-07-14,Customer Support,Product Sales,Customer_B,South,Revenue,8724.41,Debit Card,Product Sales transaction for Customer Support
TXN121502,2025-07-14,IT,Software,SoftCore,West,Expense,9643.27,UPI,Software transaction for IT
TXN121503,2025-07-14,Sales,Software,WorkFlowPro,East,Expense,16274.25,Direct Debit,Software transaction for Sales
TXN121504,2025-07-14,IT,Hardware,TechSource,North,Expense,60288.1,Bank Transfer,Hardware transaction for IT
TXN121505,2025-07-14,Sales,Travel,TravelCo,East,Expense,12348.88,Direct Debit,Travel transaction for Sales
TXN121506,2025-07-14,Sales,Client Entertainment,EventWorks,East,Expense,7796.53,Debit Card,Client Entertainment transaction for Sales
TXN121507,2025-07-14,IT,Subscription,Customer_D,West,Revenue,5754.05,Direct Debit,Subscription transaction for IT
TXN121508,2025-07-14,Marketing,Software,CloudSuite,North,Expense,11567.74,Credit Card,Software transaction for Marketing
TXN121509,2025-07-14,Customer Support,Training,LearnPro,West,Expense,13151.38,Bank Transfer,Training transaction for Customer Support
TXN121510,2025-07-14,Marketing,Subscription,Customer_B,North,Revenue,10327.39,Direct Debit,Subscription transaction for Marketing
TXN121511,2025-07-14,Customer Support,Transaction Fees,Customer_C,West,Revenue,33956.95,Credit Card,Transaction Fees transaction for Customer Support
TXN121512,2025-07-14,Operations,Subscription,Customer_B,East,Revenue,51217.5,UPI,Subscription transaction for Operations
TXN121513,2025-07-14,Customer Support,Transaction Fees,Customer_A,North,Revenue,24076.14,Bank Transfer,Transaction Fees transaction for Customer Support
TXN121514,2025-07-14,IT,Cybersecurity,SecureNet,West,Expense,15563.51,Bank Transfer,Cybersecurity transaction for IT
TXN121515,2025-07-14,Sales,Transaction Fees,Customer_A,North,Revenue,20023.74,Credit Card,Transaction Fees transaction for Sales
TXN121516,2025-07-14,Finance,Service Revenue,Customer_A,North,Revenue,10105.07,Direct Debit,Service Revenue transaction for Finance
TXN121517,2025-07-14,Marketing,Content,MediaCraft,West,Expense,8792.41,Bank Transfer,Content transaction for Marketing
TXN121518,2025-07-14,Marketing,Software,SoftCore,North,Expense,8165.76,Credit Card,Software transaction for Marketing
TXN121519,2025-07-14,Customer Support,Software,DataDesk,North,Expense,8054.98,Bank Transfer,Software transaction for Customer Support
TXN121520,2025-07-14,Finance,Transaction Fees,Customer_A,South,Revenue,11938.07,Debit Card,Transaction Fees transaction for Finance
TXN121521,2025-07-14,IT,Cybersecurity,CyberGuard,North,Expense,11305.09,UPI,Cybersecurity transaction for IT
TXN121522,2025-07-14,Sales,Commissions,SalesPartners,East,Expense,9380.51,Direct Debit,Commissions transaction for Sales
TXN121523,2025-07-14,Marketing,Software,DataDesk,North,Expense,5774.16,Bank Transfer,Software transaction for Marketing
TXN121524,2025-07-14,Operations,Utilities,WaterWorks,East,Expense,7163.54,Direct Debit,Utilities transaction for Operations
TXN121525,2025-07-14,Customer Support,Product Sales,Customer_C,North,Revenue,38902.03,Credit Card,Product Sales transaction for Customer Support
TXN121526,2025-07-14,IT,Cybersecurity,SecureNet,North,Expense,16254.9,UPI,Cybersecurity transaction for IT
TXN121527,2025-07-14,Marketing,Product Sales,Customer_D,South,Revenue,26491.0,UPI,Product Sales transaction for Marketing
TXN121528,2025-07-14,Sales,Client Entertainment,DinePro,South,Expense,23874.37,Debit Card,Client Entertainment transaction for Sales
TXN121529,2025-07-14,Operations,Product Sales,Customer_E,South,Revenue,8099.21,Debit Card,Product Sales transaction for Operations
TXN121530,2025-07-14,Marketing,Events,ExpoHub,North,Expense,9864.37,Direct Debit,Events transaction for Marketing
TXN121531,2025-07-14,Customer Support,Software,WorkFlowPro,West,Expense,3686.85,Debit Card,Software transaction for Customer Support
TXN121532,2025-07-14,Customer Support,Training,SkillWorks,East,Expense,7147.26,Bank Transfer,Training transaction for Customer Support
TXN121533,2025-07-14,Marketing,Software,CloudSuite,West,Expense,3243.35,UPI,Software transaction for Marketing
TXN121534,2025-07-14,Marketing,Events,ExpoHub,North,Expense,13972.42,Credit Card,Events transaction for Marketing
TXN121535,2025-07-14,Marketing,Service Revenue,Customer_B,West,Revenue,14006.77,Bank Transfer,Service Revenue transaction for Marketing
TXN121536,2025-07-14,Operations,Transaction Fees,Customer_E,South,Revenue,59066.47,Direct Debit,Transaction Fees transaction for Operations
TXN121537,2025-07-14,Operations,Supplies,OfficeMart,North,Expense,9426.19,Bank Transfer,Supplies transaction for Operations
TXN121538,2025-07-15,IT,Product Sales,Customer_E,East,Revenue,8878.13,Credit Card,Product Sales transaction for IT
TXN121539,2025-07-15,Customer Support,Product Sales,Customer_E,East,Revenue,24277.33,Credit Card,Product Sales transaction for Customer Support
TXN121540,2025-07-15,HR,Recruitment,HireFast,South,Expense,2914.66,Direct Debit,Recruitment transaction for HR
TXN121541,2025-07-15,Customer Support,Training,LearnPro,South,Expense,7620.68,Debit Card,Training transaction for Customer Support
TXN121542,2025-07-15,Operations,Subscription,Customer_D,North,Revenue,9865.97,UPI,Subscription transaction for Operations
TXN121543,2025-07-15,Sales,Transaction Fees,Customer_B,South,Revenue,12644.31,Bank Transfer,Transaction Fees transaction for Sales
TXN121544,2025-07-15,Operations,Subscription,Customer_C,North,Revenue,36766.5,UPI,Subscription transaction for Operations
TXN121545,2025-07-15,HR,Recruitment,TalentBridge,South,Expense,3660.28,UPI,Recruitment transaction for HR
TXN121546,2025-07-15,Finance,Audit,AuditPartners,North,Expense,4786.31,Bank Transfer,Audit transaction for Finance
TXN121547,2025-07-15,IT,Cybersecurity,CyberGuard,East,Expense,8225.29,Credit Card,Cybersecurity transaction for IT
TXN121548,2025-07-15,Customer Support,Product Sales,Customer_B,West,Revenue,12439.09,UPI,Product Sales transaction for Customer Support
TXN121549,2025-07-15,Sales,Client Entertainment,DinePro,East,Expense,31093.71,Direct Debit,Client Entertainment transaction for Sales
TXN121550,2025-07-15,Sales,Client Entertainment,EventWorks,North,Expense,6596.34,Credit Card,Client Entertainment transaction for Sales
TXN121551,2025-07-15,Sales,Transaction Fees,Customer_D,South,Revenue,21308.07,Direct Debit,Transaction Fees transaction for Sales
TXN121552,2025-07-15,Marketing,Content,MediaCraft,North,Expense,6246.45,Bank Transfer,Content transaction for Marketing
TXN121553,2025-07-15,Sales,Transaction Fees,Customer_E,South,Revenue,26169.56,Bank Transfer,Transaction Fees transaction for Sales
TXN121554,2025-07-15,Operations,Product Sales,Customer_B,North,Revenue,9914.56,Credit Card,Product Sales transaction for Operations
TXN121555,2025-07-15,Operations,Utilities,PowerGrid,West,Expense,7763.47,Bank Transfer,Utilities transaction for Operations
TXN121556,2025-07-15,Marketing,Subscription,Customer_D,East,Revenue,10674.18,Bank Transfer,Subscription transaction for Marketing
TXN121557,2025-07-15,Customer Support,Outsourcing,SupportWorks,East,Expense,4864.85,Debit Card,Outsourcing transaction for Customer Support
